chr,start,end,Dm,segregation_site,theta_pi,theta_s,geneid
2,1,63,-2.39055419374139,10,0.00884814383263171,0.0414419050902212,largedata/Dm/gene_CG/cg_input/AC185655.3_FG005_cg.out
7,1,57,6.71501092753851,57,1.25686212666439,0.444040977970823,largedata/Dm/gene_CG/cg_input/AC186013.3_FG001_cg.out
4,1,104,-2.16884137722011,6,0.00343683639322699,0.0158426356105802,largedata/Dm/gene_CG/cg_input/AC186147.3_FG008_cg.out
4,1,12,-1.36115144770225,2,0.0176163199697482,0.0510679411028841,largedata/Dm/gene_CG/cg_input/AC186164.3_FG001_cg.out
2,1,12,-1.04110754362719,10,0.24010782886587,0.352473408804566,largedata/Dm/gene_CG/cg_input/AC186195.4_FG001_cg.out
1,1,19,-2.19879288535356,16,0.132337713890267,0.36703160188779,largedata/Dm/gene_CG/cg_input/AC186233.3_FG007_cg.out
1,1,24,-1.15652135095684,20,0.252895171868855,0.377337957850444,largedata/Dm/gene_CG/cg_input/AC186284.3_FG007_cg.out
4,1,166,-2.52682941282083,9,0.00281661683875094,0.0162488148365504,largedata/Dm/gene_CG/cg_input/AC186287.7_FG005_cg.out
4,1,38,-1.46007461915332,34,0.224871569332773,0.378494390822138,largedata/Dm/gene_CG/cg_input/AC186310.4_FG004_cg.out
2,1,18,-1.51573262446182,17,0.245017578106821,0.43499838681817,largedata/Dm/gene_CG/cg_input/AC186337.3_FG003_cg.out
8,1,23,-1.55009935608226,20,0.204411663530706,0.367723604770652,largedata/Dm/gene_CG/cg_input/AC186404.3_FG002_cg.out
1,1,26,-1.96783683036232,22,0.157749038135391,0.35857455741516,largedata/Dm/gene_CG/cg_input/AC186424.4_FG009_cg.out
8,1,339,-1.39032905227801,286,0.237956785164326,0.378267170547215,largedata/Dm/gene_CG/cg_input/AC186431.5_FG001_cg.out
6,1,25,-2.42612832392073,21,0.122520350197574,0.392940008932163,largedata/Dm/gene_CG/cg_input/AC186433.4_FG001_cg.out
7,1,47,-2.62525078745985,25,0.0529975309185803,0.207793782991277,largedata/Dm/gene_CG/cg_input/AC186493.4_FG002_cg.out
1,1,40,-2.52094623498463,28,0.0840229090554756,0.288198588769155,largedata/Dm/gene_CG/cg_input/AC186524.3_FG005_cg.out
6,1,50,-2.16884137722011,6,0.00714861969791213,0.0329526820700069,largedata/Dm/gene_CG/cg_input/AC186577.3_FG006_cg.out
8,1,53,-2.34525926180865,6,0.00589158336641361,0.0343086844962909,largedata/Dm/gene_CG/cg_input/AC186579.3_FG007_cg.out
6,1,17,0.743793918985171,17,0.546141945441127,0.449606095326149,largedata/Dm/gene_CG/cg_input/AC186583.3_FG004_cg.out
6,1,15,-1.50068947934826,14,0.23328162647413,0.417018867681094,largedata/Dm/gene_CG/cg_input/AC186585.4_FG002_cg.out
1,1,60,-1.98338091523661,5,0.00597239049389947,0.0233660581570966,largedata/Dm/gene_CG/cg_input/AC186603.6_FG003_cg.out
3,1,57,-2.11903155512379,48,0.151691428835965,0.362092463021455,largedata/Dm/gene_CG/cg_input/AC186669.3_FG002_cg.out
7,1,21,-0.333844685031385,19,0.358987408493552,0.3969991356941,largedata/Dm/gene_CG/cg_input/AC186781.4_FG006_cg.out
7,1,101,-1.95622759976519,75,0.155474371625253,0.330700960698488,largedata/Dm/gene_CG/cg_input/AC186782.4_FG003_cg.out
7,1,68,1.24907362252622,68,0.610498432685716,0.455987075762346,largedata/Dm/gene_CG/cg_input/AC186785.4_FG002_cg.out
8,1,181,-2.50914744334431,114,0.089272415664764,0.274781092375471,largedata/Dm/gene_CG/cg_input/AC186815.3_FG003_cg.out
2,1,14,-1.91497986043993,11,0.155477462430811,0.364717844114082,largedata/Dm/gene_CG/cg_input/AC186904.4_FG007_cg.out
8,1,35,-1.69947874372538,10,0.0427436193004864,0.0928375194175948,largedata/Dm/gene_CG/cg_input/AC187065.3_FG003_cg.out
7,1,67,-1.68446747984509,47,0.171005008518024,0.317538289313272,largedata/Dm/gene_CG/cg_input/AC187072.4_FG002_cg.out
6,1,31,-2.26179651478028,18,0.082925599016436,0.239892173061119,largedata/Dm/gene_CG/cg_input/AC187080.3_FG006_cg.out
6,1,63,-1.86803864601114,49,0.169166670987957,0.34620431521704,largedata/Dm/gene_CG/cg_input/AC187080.3_FG007_cg.out
8,1,78,-1.94712814309297,70,0.196109514549119,0.415249842991888,largedata/Dm/gene_CG/cg_input/AC187086.3_FG004_cg.out
8,1,34,-1.66203545204268,24,0.162161897083056,0.30586154646887,largedata/Dm/gene_CG/cg_input/AC187096.5_FG001_cg.out
7,1,101,0.557018244931637,42,0.217337420053571,0.188472549320444,largedata/Dm/gene_CG/cg_input/AC187098.4_FG011_cg.out
8,1,24,-1.30534132013719,1,0.00216385416766004,0.0124594387315601,largedata/Dm/gene_CG/cg_input/AC187157.4_FG001_cg.out
8,1,54,0.0744096717411754,12,0.0984320920066234,0.09628974611057,largedata/Dm/gene_CG/cg_input/AC187157.4_FG002_cg.out
8,1,32,-1.70589288803562,2,0.00324770534963355,0.0187595405895495,largedata/Dm/gene_CG/cg_input/AC187157.4_FG005_cg.out
2,1,14,-2.19866363077546,13,0.15648971106049,0.442225843396757,largedata/Dm/gene_CG/cg_input/AC187209.5_FG003_cg.out
2,1,31,1.11907388353673,11,0.206066391809404,0.154038966846317,largedata/Dm/gene_CG/cg_input/AC187212.3_FG011_cg.out
8,1,45,-1.94912393604903,3,0.00346463711162631,0.0200254986419408,largedata/Dm/gene_CG/cg_input/AC187243.3_FG005_cg.out
6,1,31,2.57773503265118,31,0.779067484517437,0.453659904815591,largedata/Dm/gene_CG/cg_input/AC187279.3_FG004_cg.out
8,1,17,5.79417206696621,17,1.18565318368951,0.443326294151804,largedata/Dm/gene_CG/cg_input/AC187393.3_FG001_cg.out
10,1,22,3.69463110200767,22,0.91580971166636,0.447189803817961,largedata/Dm/gene_CG/cg_input/AC187404.3_FG003_cg.out
8,1,21,-0.430578055438059,17,0.293510824064498,0.335483577842122,largedata/Dm/gene_CG/cg_input/AC187485.3_FG001_cg.out
8,1,51,0.383742782908229,25,0.252214018403573,0.227671025420046,largedata/Dm/gene_CG/cg_input/AC187551.3_FG002_cg.out
6,1,12,-2.49727516456147,8,0.0497305556090232,0.251294797439482,largedata/Dm/gene_CG/cg_input/AC187567.4_FG004_cg.out
6,1,51,-2.58966534832688,40,0.0948381634805504,0.332757607514297,largedata/Dm/gene_CG/cg_input/AC187802.3_FG008_cg.out
9,1,24,-0.950584120391651,20,0.260373173864175,0.357686722763322,largedata/Dm/gene_CG/cg_input/AC187809.3_FG005_cg.out
10,1,14,-1.54154332690901,2,0.0111869909823251,0.0435540757608981,largedata/Dm/gene_CG/cg_input/AC187843.3_FG001_cg.out
10,1,26,-1.93401353045662,14,0.0857507793181642,0.20291046345317,largedata/Dm/gene_CG/cg_input/AC187843.3_FG006_cg.out
4,1,46,-0.206480427194321,45,0.424185597561787,0.449642627375876,largedata/Dm/gene_CG/cg_input/AC187879.3_FG001_cg.out
8,1,34,-1.26867446367802,27,0.224025327030079,0.347887536676967,largedata/Dm/gene_CG/cg_input/AC187910.5_FG002_cg.out
4,1,12,-1.03163930923291,1,0.00876294448780688,0.0251098051119964,largedata/Dm/gene_CG/cg_input/AC188003.3_FG012_cg.out
10,1,20,-2.23895536876296,17,0.123128505253815,0.352349001906059,largedata/Dm/gene_CG/cg_input/AC188128.3_FG002_cg.out
6,1,14,-1.71005711651771,4,0.030140534685318,0.0890449252173742,largedata/Dm/gene_CG/cg_input/AC188296.3_FG004_cg.out
6,1,269,-1.98113027514952,82,0.0641201416168549,0.138047368264588,largedata/Dm/gene_CG/cg_input/AC188710.4_FG006_cg.out
9,1,13,-1.49325111368105,9,0.152566476244692,0.285264191678047,largedata/Dm/gene_CG/cg_input/AC188727.3_FG003_cg.out
10,1,12,-1.22104088837223,6,0.102636488951539,0.176300997878719,largedata/Dm/gene_CG/cg_input/AC188735.3_FG001_cg.out
4,1,52,-2.19892206211396,36,0.117053103991809,0.299510398877829,largedata/Dm/gene_CG/cg_input/AC188752.3_FG008_cg.out
3,1,14,-2.4088962657843,12,0.106811158115742,0.379598728441596,largedata/Dm/gene_CG/cg_input/AC188753.3_FG004_cg.out
6,1,110,-2.3350339314691,6,0.00283371381662046,0.0163482648486648,largedata/Dm/gene_CG/cg_input/AC188838.3_FG005_cg.out
4,1,97,0.83117439876355,97,0.5483657775005,0.44798204402917,largedata/Dm/gene_CG/cg_input/AC188964.3_FG002_cg.out
7,1,30,-1.19764149528653,15,0.134869653890516,0.208034791915872,largedata/Dm/gene_CG/cg_input/AC189078.3_FG004_cg.out
4,1,13,-1.10819962684255,13,0.316441554918956,0.469567029857203,largedata/Dm/gene_CG/cg_input/AC189280.3_FG001_cg.out
7,1,59,-2.36645736540944,13,0.0221048117657818,0.0781439833072364,largedata/Dm/gene_CG/cg_input/AC189750.4_FG004_cg.out
9,1,237,0.391696329728305,216,0.445460970043493,0.403243505022928,largedata/Dm/gene_CG/cg_input/AC189770.3_FG002_cg.out
5,1,15,-2.09570666931048,9,0.0805949330779892,0.235244424331006,largedata/Dm/gene_CG/cg_input/AC189771.3_FG001_cg.out
10,1,46,-2.1561877103574,36,0.136275784682516,0.338451677442049,largedata/Dm/gene_CG/cg_input/AC189796.3_FG004_cg.out
9,1,142,-1.53455542056325,59,0.113834751780631,0.195375755134837,largedata/Dm/gene_CG/cg_input/AC189879.3_FG003_cg.out
8,1,29,-2.09770396121786,26,0.163527066234401,0.39831054968088,largedata/Dm/gene_CG/cg_input/AC190225.2_FG001_cg.out
2,1,105,-2.47807538356964,8,0.00396068851178742,0.0229267602490795,largedata/Dm/gene_CG/cg_input/AC190480.1_FG007_cg.out
1,1,19,2.01765690302994,16,0.5630586778491,0.354459046947345,largedata/Dm/gene_CG/cg_input/AC190496.1_FG002_cg.out
3,1,31,-1.33146791169725,31,0.289299917029443,0.459418129822649,largedata/Dm/gene_CG/cg_input/AC190572.4_FG001_cg.out
5,1,15,-2.19726611572676,14,0.148927490222958,0.41926859576765,largedata/Dm/gene_CG/cg_input/AC190576.2_FG002_cg.out
4,1,84,-1.22362909815365,5,0.00902513615739759,0.0166900415407833,largedata/Dm/gene_CG/cg_input/AC190609.3_FG001_cg.out
4,1,65,1.32865664158966,23,0.217713265736598,0.158241727970403,largedata/Dm/gene_CG/cg_input/AC190609.3_FG002_cg.out
4,1,57,-1.94672511796407,3,0.00273413609106671,0.0157691837571427,largedata/Dm/gene_CG/cg_input/AC190609.3_FG003_cg.out
4,1,86,-1.10002443537607,43,0.158267832360511,0.226809865286086,largedata/Dm/gene_CG/cg_input/AC190609.3_FG004_cg.out
2,1,20,-2.18385714848799,14,0.0964295896626554,0.274894631444692,largedata/Dm/gene_CG/cg_input/AC190613.3_FG001_cg.out
5,1,74,-1.95875184972209,62,0.168169976237479,0.360295088673808,largedata/Dm/gene_CG/cg_input/AC190614.3_FG004_cg.out
3,1,44,-1.89567445823182,16,0.0810417570835634,0.178537118836245,largedata/Dm/gene_CG/cg_input/AC190623.3_FG002_cg.out
4,1,238,-2.21793035602963,114,0.0882125058189159,0.218564094298291,largedata/Dm/gene_CG/cg_input/AC190628.4_FG007_cg.out
10,1,91,-2.11569074791014,74,0.157063756719342,0.367857325542008,largedata/Dm/gene_CG/cg_input/AC190630.2_FG001_cg.out
4,1,15,-1.54933860785236,14,0.222881502839393,0.409445353458766,largedata/Dm/gene_CG/cg_input/AC190632.2_FG004_cg.out
5,1,59,-2.48363726343487,13,0.0169693792846331,0.0710903293448128,largedata/Dm/gene_CG/cg_input/AC190636.3_FG005_cg.out
3,1,14,-1.13529977479398,13,0.285713090012715,0.429358503365471,largedata/Dm/gene_CG/cg_input/AC190652.3_FG001_cg.out
8,1,160,-2.10757984101124,29,0.0342060992054276,0.0830292390159625,largedata/Dm/gene_CG/cg_input/AC190688.3_FG006_cg.out
2,1,14,-2.12433272329894,12,0.128968116605856,0.356306351781573,largedata/Dm/gene_CG/cg_input/AC190693.1_FG009_cg.out
3,1,138,-2.28193974553064,109,0.137309635847433,0.355807720864736,largedata/Dm/gene_CG/cg_input/AC190701.3_FG001_cg.out
5,1,40,-1.4592624631476,30,0.204486156482711,0.34450813157407,largedata/Dm/gene_CG/cg_input/AC190716.3_FG001_cg.out
4,1,11,-2.06150651905456,6,0.0596365614801548,0.199176603975054,largedata/Dm/gene_CG/cg_input/AC190749.3_FG006_cg.out
2,1,27,-1.97644130913144,21,0.147696782612547,0.338200462646581,largedata/Dm/gene_CG/cg_input/AC190750.2_FG014_cg.out
9,1,52,-2.19379689613284,44,0.151218118241224,0.380332500150741,largedata/Dm/gene_CG/cg_input/AC190757.3_FG001_cg.out
1,1,30,3.84342575514889,30,0.921114811171449,0.444524403801257,largedata/Dm/gene_CG/cg_input/AC190763.3_FG002_cg.out
2,1,11,-2.37753633546857,8,0.0713140482347781,0.292340421665242,largedata/Dm/gene_CG/cg_input/AC190788.2_FG004_cg.out
2,1,38,-1.50381940222347,32,0.218003189555589,0.374721507477756,largedata/Dm/gene_CG/cg_input/AC190788.2_FG005_cg.out
10,1,47,-2.57799842209687,24,0.0456270552497296,0.175461802093009,largedata/Dm/gene_CG/cg_input/AC190789.3_FG005_cg.out
2,1,50,-2.63299440660477,40,0.0924436031578356,0.338644954941672,largedata/Dm/gene_CG/cg_input/AC190807.2_FG001_cg.out
8,1,24,-0.630039653370939,23,0.343666462146663,0.418328108663914,largedata/Dm/gene_CG/cg_input/AC190812.3_FG006_cg.out
4,1,19,-2.16140671053685,15,0.118376549387921,0.324671449591943,largedata/Dm/gene_CG/cg_input/AC190816.3_FG007_cg.out
5,1,15,2.38586232393316,15,0.752733669428707,0.443667674605913,largedata/Dm/gene_CG/cg_input/AC190834.3_FG005_cg.out
2,1,21,-1.71140856273667,2,0.00495367820185675,0.0287620563188001,largedata/Dm/gene_CG/cg_input/AC190841.2_FG007_cg.out
2,1,13,-0.703434342617235,11,0.296766892152619,0.3764746059219,largedata/Dm/gene_CG/cg_input/AC190858.3_FG004_cg.out
